# VRP Data - 80 Nodes
# Problem: Waste collection vehicle routing with 80 locations

# Sets
set NODES := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80;
set VEHICLES := A B C;

# Parameters
param depot_node := 1;           # Node 1 is the depot (starting point)
param checkpoint_node := 80;       # Node 80 is the checkpoint (dump point, no waste)

# Distance Matrix (meters)
param distance :
       1      2      3      4      5      6      7      8      9     10
       702    880    696    639     84    255    176    266    792    977
      1078   1163    657    761    518    612    713    439    535    355
       453    345    440    724    519    604    538    802    457    547
       756   1265    706    988    859    802    644    552    807    898
       712    636    752    893    939   1245   1042   1072    815    732
       816    897    827    926   1068   1113   1242   1212   1148    997
       923   1575   1334   1298   1147   1317   1877    573    785    875
  8    479    522    660    644    338    154    209      0    114    151
       330    874    330    698    228    399    320    419    420    635
       637    722    584    688    445    540    640    583    679    499
       598    489    584    783    664    749    682    946    602    691
       683    824    634    918    790    732    788    696    951   1042
       856    781    897    823    870   1107    973    916    959    876
       960   1042    971   1070   1010   1054   1193   1168   1104   1141
      1068   1719   1478   1442   1291   1462   2022    632    843    934
  9    516    558    696    681    375    190     95    114      0    123
       302    845    216    735    127    298    219    391    392    607
       609    694    556    660    417    511    612    592    689    398
       496    387    483    570    562    647    580    844    500    677
       655    796    605    890    762    704    766    594    850    940
       754    679    843    795    842   1079    945    888    858    774
       859    940    869    968    981   1026   1164   1139   1075   1039
       966   1472   1376   1341   1189   1360   1920    668    880    971
 10    639    681    819    804    498    313    218    151    123      0
       179    723    339    982    249    420    341    268    269    484
       486    571    433    537    294    389    489    469    566    520
       619    630    605   1067   1171   1257    703   1355    623    554
       532    673    483    767    639    582    644    717   1456   1547
       877    802    721    672    719    956    822    765    838    897
       981   1063    992    911    859    903   1042   1017    953   1013
      1089   1350   1147   1263   1312   1483   2043    916   1127   1218
 11    822    864   1003    987    681    607    702    330    302    179
         0    145   1097   1041    786    957    878    327    279    241
       342    427    477    559    353    447    548    528    625    699
       797    689    784   1126   1230   1315    882   1414    801    613
       564    529    542    628    651    640    703    896   1515   1606
      1055    980    779    731    750    817    841    824    896   1076
      1160   1238   1170    970    917    949    902   1018   1012   1072
      1267   1210   1206   1487   1490   1661   2221    975   1186   1277
 12   1000   1042   1180   1165    859    785    880    874    845    723
       145      0   1275   1219    964   1135   1056    533    135     97
       198    283    332    414    376    471    656    551    648    722
       820    712    807   1303   1408   1493    905   1165    824    636
       419    385    663    483    507    660    723    919   1171   1262
      1079   1003    799    751    606    672    697    844    916   1099
      1183   1259   1193    991    938    804    758    873   1031   1091
      1290   1066   1217   1342   1513   1684   2244   1152   1364   1455
 13    355    325    463    632    675    601    696    330    216    339
      1097   1275      0    166    205    208    297    387    966   1151
      1252   1336    778    882    639    733    834    560    656    476
       574    433    520    251    356    441    614    539    578    668
       877   1103    828   1109    980    923    765    673    640    731
       818    758    874   1014   1060   1366   1164   1193    936    853
       901   1015    948   1047   1190   1234   1363   1333   1269   1118
      1044   1696   1455   1419   1268   1471   1998    435    647    737
 14    299    268    407    576    618    544    639    698    735    982
      1041   1219    166      0    723    170    435    905   1131   1316
      1417   1501    830    934    692    786    887    612    709    529
       721    267    353     85    189    274    448    373    717    720
       929   1154    880   1160   1031    974    816    724    474    564
       652    808    924   1065   1111   1417   1214   1158    987    904
       734    849    999   1098   1240   1285   1414   1384   1320   1169
      1095   1747   1506   1470   1319   1304   2049    378    590    681
 15    505    547    685    670    364    179     84    228    127    249
       786    964    205    723      0    171     92    182    586    624
       626    711    573    677    434    528    629    355    451    271
       369    261    356    443    435    520    454    718    373    463
       672    898    622    904    775    718    560    468    723    814
       628    552    669    809    855   1161    958    988    731    648
       732    813    743    842    984   1029   1158   1128   1064    913
       839   1491   1250   1214   1063   1233   1793    657    869    959
 16    469    438    577    746    535    350    255    399    298    420
       957   1135    208    170    171      0    182    272    677    714
       716    801    663    767    524    619    719    445    541    361
       460    345    432    163    267    353    526    451    464    553
       762    988    713    994    866    808    650    558    552    643
       730    643    759    899    946   1251   1049   1078    821    738
       812    927    833    932   1075   1119   1248   1218   1154   1003
       930   1581   1340   1304   1153   1383   1884    549    760    851
 17    597    639    777    762    456    271    176    320    219    341
       878   1056    297    435     92    182      0    193    494    532
       534    619    481    585    342    436    537    263    359    179
       277    169    264    351    343    428    362    626    281    371
       580    806    530    812    683    626    468    376    631    722
       536    460    576    717    763   1069    866    896    639    556
       640    721    650    750    892    937   1066   1036    972    821
       747   1399   1158   1122    971   1141   1701    749    961   1051
 18    687    729    867    851    546    361    266    419    391    268
       327    533    387    905    182    272    193      0    221    436
       438    523    385    489    246    340    441    421    518    372
       470    362    457    544    537    622    555    819    475    506
       484    625    435    719    591    533    595    569    824    915
       729    654    672    624    671    908    774    717    832    749
       833    915    844    943    810    855    994    968    904   1014
       941   1302   1351   1315   1164   1334   1894    839   1051   1141
 19    912    954   1093   1077    771    697    792    420    392    269
       279    135    966   1131    586    677    494    221      0    133
       234    319    369    451    247    341    442    422    519    593
       691    583    678    765    757    842    776    940    695    507
       456    421    436    520    543    534    597    790   1042   1132
       949    874    673    625    642    709    733    718    790    970
      1054   1132   1064    864    811    841    794    910    906    966
      1161   1102   1100   1379   1384   1555   2115   1064   1276   1367
 20   1097   1139   1277   1262    956    882    977    635    607    484
       241     97   1151   1316    624    714    532    436    133      0
       101    186    235    317    279    374    560    454    551    625
       723    615    710    797    789    874    808   1069    727    539
       322    288    566    386    410    564    626    822   1074   1165
       982    906    703    654    509    575    600    747    820   1002
      1086   1162   1097    894    842    707    661    776    934    995
      1193    969   1120   1245   1417   1587   2147   1249   1461   1551
 21   1198   1240   1378   1363   1057    983   1078    637    609    486
       342    198   1252   1417    626    716    534    438    234    101
         0     85    237    216    282    376    459    456    636    627
       725    617    712    799    792    877    892    968    729    624
       221    187    465    285    309    463    525    718    973   1064
       878    803    602    553    408    474    499    647    719    898
       982   1061    993    793    741    606    560    675    833    894
      1089    868   1019   1144   1313   1483   2043   1350   1562   1652
 22   1283   1325   1463   1448   1142   1068   1163    722    694    571
       427    283   1336   1501    711    801    619    523    319    186
        85      0    322    132    366    474    374    642    551    712
       630    702    905    884    876    981    807    883    626    539
       137    102    380    200    224    378    440    633    888    979
       793    718    517    468    323    390    414    562    634    813
       897    976    908    708    656    521    475    590    748    809
      1005    783    934   1060   1228   1398   1958   1435   1647   1737
 23   1076   1118   1257   1241    935    752    657    584    556    433
       477    332    778    830    573    663    481    385    369    235
       237    322      0    471    228    323    423    403    500    574
       672    564    659    746    738    823    757    922    676    488
       466    424    417    523    546    516    578    771   1023   1114
       931    855    655    606    653    712    756    700    772    951
      1035   1116   1045    845    793    837    797    913    887    947
      1142   1105   1081   1197   1366   1536   2096   1228   1440   1531
 24   1180   1222   1360   1345   1039    856    761    688    660    537
       559    414    882    934    677    767    585    489    451    317
       216    132    471      0    243    148    148    316    225    591
       492    668    767    850    928    843    669    745    488    213
         5    130    141    228    252    240    302    495    750    841
       655    580    379    331    377    417    480    424    496    675
       759    838    770    570    517    549    503    618    611    671
       867    811    805    921   1090   1261   1821   1332   1544   1635
 25    937    979   1118   1102    796    613    518    445    417    294
       353    376    639    692    434    524    342    246    247    279
       282    366    228    243      0     94    195    175    272    435
       533    425    520    607    600    685    618    792    537    260
       238    467    188    473    345    287    349    632    798    888
       792    717    426    378    425    662    528    471    543    812
       896    885    907    617    564    609    747    722    658    719
      1003   1055    852    969   1227   1397   1957   1090   1301   1392
 26   1032   1074   1212   1197    891    707    612    540    511    389
       447    471    733    786    528    619    436    340    341    374
       376    474    323    148     94      0    101    168    178    530
       445    519    720    701    694    796    622    698    441    166
       143    373     94    379    250    193    255    448    703    794
       608    533    332    284    330    568    433    377    449    628
       712    791    723    523    470    514    653    628    564    625
       820    961    758    874   1043   1214   1774   1184   1396   1486
 27   1132   1174   1313   1297    991    808    713    640    612    489
       548    656    834    887    629    719    537    441    442    560
       459    374    423    148    195    101      0    268    177    443
       345    620    619    885    781    696    521    597    341    165
       143    272      7    278    150     92    154    348    603    693
       507    432    231    183    230    467    333    276    348    528
       612    690    622    422    369    414    552    527    463    524
       719    860    658    774    942   1113   1673   1284   1496   1587
 28    859    901   1040   1024    718    534    439    583    592    469
       528    551    560    612    355    445    263    421    422    454
       456    642    403    316    175    168    268      0    345    175
       273    346    260    528    520    605    358    622    277    333
       311    540    262    546    418    361    423    372    627    718
       532    457    500    451    498    735    601    545    635    552
       636    718    647    690    638    682    821    796    732    817
       743   1129    926   1118    967   1137   1697   1012   1223    959
 29    956    998   1136   1120    815    630    535    679    689    566
       625    648    656    709    451    541    359    518    519    551
       636    551    500    225    272    178    177    345      0    180
       174    442    356    624    616    620    258    522    178     12
       220    449    170    455    327    269    331    272    527    618
       432    357    408    360    407    644    510    453    535    452
       536    618    547    599    546    591    729    704    640    717
       644   1037    834   1018    867   1038   1598   1108   1320   1055
 30    776    818    956    941    635    450    355    499    398    520
       699    722    476    529    271    361    179    372    593    625
       627    712    574    591    435    530    443    175    180      0
        98    262    176    444    437    522    183    446    102    192
       586    626    449    633    504    447    288    197    452    543
       357    281    397    537    584    890    687    716    460    377
       461    542    471    571    713    758    887    857    793    642
       568   1220    979    943    791    962   1522    928   1140    875
 31    874    916   1054   1039    733    548    453    598    496    619
       797    820    574    721    369    460    277    470    691    723
       725    630    672    492    533    445    345    273    174     98
         0    360    275    542    535    447    177    348      4    186
       487    528    351    534    406    349    190     99    354    444
       258    183    299    439    486    791    589    618    362    279
       363    444    373    472    615    659    788    758    694    544
       470   1121    881    845    693    864   1424   1026   1238    925
 32    566    535    673    843    625    440    345    489    387    630
       689    712    433    267    261    345    169    362    583    615
       617    702    564    668    425    519    620    346    442    262
       360      0    339    182    174    260    433    358    364    454
       663    804    613    895    766    712    551    459    459    550
       637    544    660    803    850   1152    953    979    722    639
       720    834    734    833    975   1020   1149   1119   1055    904
       830   1482   1241   1205   1054   1290   1784    645    857    613
 33    652    622    760    929    720    535    440    584    483    605
       784    807    520    353    356    432    264    457    678    710
       712    905    659    767    520    720    619    260    356    176
       275    339      0    269    164    164    338    263    279    368
       762    803    626    809    681    623    465    373    364    455
       542    458    574    714    761   1066    864    893    636    553
       624    739    648    747    890    934   1063   1033    969    818
       745   1396   1155   1119    968   1195   1699    732    626    558
 34    384    353    491    661    703    629    724    783    570   1067
      1126   1303    251     85    443    163    351    544    765    797
       799    884    746    850    607    701    885    528    624    444
       542    182    269      0    105    190    363    288    632    636
       845   1069    796   1075    947    889    731    639    389    480
       567    724    840    980   1027   1332   1130   1073    902    819
       650    764    914   1013   1156   1200   1329   1299   1235   1084
      1011   1662   1421   1385   1234   1220   1965    463    675    543
 35    488    458    596    765    808    734    519    664    562   1171
      1230   1408    356    189    435    267    343    537    757    789
       792    876    738    928    600    694    781    520    616    437
       535    174    164    105      0     85    259    183    528    628
       837    964    787    970    842    785    626    535    285    375
       462    619    735    875    922   1227   1025    969    798    715
       545    659    809    908   1051   1096   1225   1194   1130    980
       906   1557   1317   1281   1129   1115   1860    568    507    439
 36    573    543    681    850    893    819    604    749    647   1257
      1315   1493    441    274    520    353    428    622    842    874
       877    981    823    843    685    796    696    605    620    522
       447    260    164    190     85      0    174     98    443    632
       838    879    702    885    757    700    541    449    200    290
       377    534    650    790    837   1142    940    884    713    630
       460    574    724    823    966   1010   1139   1109   1045    895
       821   1472   1231   1196   1044   1030   1775    653    547    479
 37    747    716    855   1024    817    633    538    682    580    703
       882    905    614    448    454    526    362    555    776    808
       892    807    757    669    618    622    521    358    258    183
       177    433    338    363    259    174      0    164    181    270
       664    705    528    711    583    525    367    275    265    356
       443    360    476    616    663    968    766    795    538    455
       526    640    550    649    792    836    965    935    871    720
       647   1298   1057   1021    870   1096   1601    826    720    652
 38    672    641    779    949    991    917    802    946    844   1355
      1414   1165    539    373    718    451    626    819    940   1069
       968    883    922    745    792    698    597    622    522    446
       348    358    263    288    183     98    164      0    344    534
       740    781    604    787    659    601    443    351    101    192
       279    436    552    692    739   1044    842    785    614    531
       362    476    626    725    868    912   1041   1011    947    796
       723   1374   1133   1097    946    932   1677    751    645    577
 39    878    920   1058   1043    737    552    457    602    500    623
       801    824    578    717    373    464    281    475    695    727
       729    626    676    488    537    441    341    277    178    102
         4    364    279    632    528    443    181    344      0    190
       483    524    347    530    402    345    186     94    350    440
       254    179    295    435    482    787    585    614    358    275
       359    440    369    468    611    655    784    754    690    540
       466   1117    877    841    689    860   1420   1030   1242    921
 40    967   1010   1148   1132    826    642    547    691    677    554
       613    636    668    720    463    553    371    506    507    539
       624    539    488    213    260    166    165    333     12    192
       186    454    368    636    628    632    270    534    190      0
       208    437    158    443    315    257    319    284    539    630
       444    369    396    348    395    632    498    441    513    464
       548    630    559    587    534    579    717    692    628    729
       656   1025    823   1030    879   1050   1610   1120   1331   1067
 41   1175   1217   1355   1340   1034    851    756    683    655    532
       564    419    877    929    672    762    580    484    456    322
       221    137    466      5    238    143    143    311    220    586
       487    663    762    845    837    838    664    740    483    208
         0    135    136    233    257    235    297    490    745    836
       650    575    374    326    372    422    475    419    491    670
       754    833    765    565    512    556    508    623    606    666
       862    816    800    916   1085   1256   1816   1327   1539   1630
 42   1385   1427   1565   1549   1243   1169   1265    824    796    673
       529    385   1103   1154    898    988    806    625    421    288
       187    102    424    130    467    373    272    540    449    626
       528    804    803   1069    964    879    705    781    524    437
       135      0    278     99    122    276    338    531    786    877
       691    616    415    366    221    288    312    460    532    711
       795    875    806    607    554    419    373    489    646    707
       903    681    832    958   1126   1297   1857   1537   1748   1839
 43   1126   1168   1306   1291    985    802    706    634    605    483
       542    663    828    880    622    713    530    435    436    566
       465    380    417    141    188     94      7    262    170    449
       351    613    626    796    787    702    528    604    347    158
       136    278      0    284    156     99    161    354    609    700
       514    439    238    189    236    474    339    283    355    534
       618    697    629    428    376    420    559    534    470    530
       726    867    664    780    949   1119   1679   1278   1490   1580
 44   1483   1525   1663   1648   1342   1268    988    918    890    767
       628    483   1109   1160    904    994    812    719    520    386
       285    200    523    228    473    379    278    546    455    633
       534    895    809   1075    970    885    711    787    530    443
       233     99    284      0    128    282    344    537    792    883
       960    622    421    373    123    189    214    466    538    702
       884    776    705    508    455    321    275    390    548    608
       802    583    734    859   1025   1196   1756   1635   1847   1364
 45   1282   1324   1462   1445   1139    954    859    790    762    639
       651    507    980   1031    775    866    683    591    543    410
       309    224    546    252    345    250    150    418    327    504
       406    766    681    947    842    757    583    659    402    315
       257    122    156    128      0    154    216    409    664    755
       569    493    293    244    291    317    394    337    410    589
       673    751    684    483    431    449    403    518    525    585
       780    711    719    835   1004   1174   1734   1434   1646   1236
 46   1225   1267   1405   1389   1084    897    802    732    704    582
       640    660    923    974    718    808    626    533    534    564
       463    378    516    240    287    193     92    361    269    447
       349    712    623    889    785    700    525    601    345    257
       235    276     99    282    154      0    158    352    607    697
       782    436    139     91    137    453    241    184    256    524
       706    598    527    330    277    321    450    435    371    432
       624    758    565    681    847   1018   1578   1377   1589   1179
 47   1064   1106   1245   1229    923    739    644    788    766    644
       703    723    765    816    560    650    468    595    597    626
       525    440    578    302    349    255    154    423    331    288
       190    551    465    731    626    541    367    443    186    319
       297    338    161    344    216    158      0    193    448    539
       353    278    239    249    296    533    399    342    414    373
       457    539    468    488    435    480    619    594    530    590
       565    927    724    939    788    959   1519   1194   1088   1020
 48    972   1014   1153   1137    831    647    552    696    594    717
       896    919    673    724    468    558    376    569    790    822
       718    633    771    495    632    448    348    372    272    197
        99    459    373    639    535    449    275    351     94    284
       490    531    354    537    409    352    193      0    357    447
       160     85    201    613    752    693    663    520    263    180
       264    346    275    374    517    561    690    660    596    445
       372   1023    782    746    595    765   1325   1125    996    928
 49    773    742    881   1050   1092    902    807    951    850   1456
      1515   1171    640    474    723    552    631    824   1042   1074
       973    888   1023    750    798    703    603    627    527    452
       354    459    364    389    285    200    265    101    350    539
       745    786    609    792    664    607    448    357      0     91
       178    441    557    697    744    962    847    789    620    537
       260    375    544    643    786    830    959    929    865    714
       640   1292   1051   1015    864    831   1594    852    746    678
 50    864    833    971   1140   1183    993    898   1042    940   1547
      1606   1262    731    564    814    643    722    915   1132   1165
      1064    979   1114    841    888    794    693    718    618    543
       444    550    455    480    375    290    356    192    440    630
       836    877    700    883    755    697    539    447     91      0
       184    545    648    791    835    871    842    698    710    450
       170    284    453    552    695    739    868    838    774    623
       550   1201    960    924    773    740   1504    943    837    769
 51    951    920   1058   1228    991    807    712    856    754    877
      1055   1079    818    652    628    730    536    729    949    982
       878    793    931    655    792    608    507    532    432    357
       258    637    542    567    462    377    443    279    254    444
       650    691    514    960    569    782    353    160    178    184
         0    163    279    691    830    771    741    598    341    258
       354    468    353    452    595    639    768    738    674    523
       450   1101    860    824    673    924   1403   1030    924    856
 52   1057   1099   1237   1222    916    732    636    781    679    802
       980   1003    758    808    552    643    460    654    874    906
       803    718    855    580    717    533    432    457    357    281
       183    544    458    724    619    534    360    436    179    369
       575    616    439    622    493    436    278     85    441    545
       163      0    203    528    667    608    579    435    179     95
       180    261    190    289    432    476    605    575    511    360
       287    938    697    662    510    681   1241   1209   1081   1013
 53   1173   1215   1353   1338   1032    848    752    897    843    721
       779    799    874    924    669    759    576    672    673    703
       602    517    655    379    426    332    231    500    408    397
       299    660    574    840    735    650    476    552    295    396
       374    415    238    421    293    139    239    201    557    648
       279    203      0    140    187    503    290    234    306    299
       383    464    393    379    327    371    500    485    421    481
       490    808    615    865    714    884   1444   1325   1197   1129
 54   1315   1357   1496   1480   1174    988    893    823    795    672
       731    751   1014   1065    809    899    717    624    625    654
       553    468    606    331    378    284    183    451    360    537
       439    803    714    980    875    790    616    692    435    348
       326    366    189    373    244     91    249    613    697    791
       691    528    140      0    139    363    150     93    165    433
       615    507    436    239    186    231    360    345    281    341
       533    668    475    591    756    927   1487   1467   1679   1269
 55   1362   1404   1542   1527   1221   1034    939    870    842    719
       750    606   1060   1111    855    946    763    671    642    509
       408    323    653    377    425    330    230    498    407    584
       486    850    761   1027    922    837    663    739    482    395
       372    221    236    123    291    137    296    752    744    835
       830    667    187    139      0    231    289    232    304    572
       754    646    575    378    325    369    316    432    419    480
       672    624    613    729    895   1066   1626   1514   1726   1316
 56   1672   1714   1853   1837   1531   1340   1245   1107   1079    956
       817    672   1366   1417   1161   1251   1069    908    709    575
       474    390    712    417    662    568    467    735    644    890
       791   1152   1066   1332   1227   1142    968   1044    787    632
       422    288    474    189    317    453    533    693    962    871
       771    608    503    363    231      0    132    269    428    513
       695    587    516    319    266    132     85    201    359    419
       613    393    544    670    836   1007   1567   1824   2036   1621
 57   1465   1507   1645   1630   1324   1138   1042    973    945    822
       841    697   1164   1214    958   1049    866    774    733    600
       499    414    756    480    528    433    333    601    510    687
       589    953    864   1130   1025    940    766    842    585    498
       475    312    339    214    394    241    399    663    847    842
       741    579    290    150    289    132      0    144    216    483
       665    557    486    289    237    264    217    333    331    391
       583    525    525    641    807    977   1537   1617   1829   1419
 58   1408   1450   1589   1657   1351   1167   1072    916    888    765
       824    844   1193   1158    988   1078    896    717    718    747
       647    562    700    424    471    377    276    545    453    716
       618    979    893   1073    969    884    795    785    614    441
       419    460    283    466    337    184    342    520    789    698
       598    435    234     93    232    269    144      0    159    340
       522    414    343    146     93    137    266    251    187    248
       440    574    381    497    663    834   1394   1561   1772   1362
 59   1236   1278   1416   1401   1095    910    815    959    858    838
       896    916    936    987    731    821    639    832    790    820
       719    634    772    496    543    449    348    635    535    460
       362    722    636    902    798    713    538    614    358    513
       491    532    355    538    410    256    414    263    620    710
       341    179    306    165    304    428    216    159      0    181
       265    347    276    305    252    297    426    410    346    407
       372    734    540    747    596    766   1326   1388   1260   1192
 60   1152   1194   1333   1317   1011    827    732    876    774    897
      1076   1099    853    904    648    738    556    749    970   1002
       898    813    951    675    812    628    528    552    452    377
       279    639    553    819    715    630    455    531    275    464
       670    711    534    702    589    524    373    180    537    450
       258     95    299    433    572    513    483    340    181      0
       182    166     95    194    337    381    510    480    416    265
       191    843    602    566    415    585   1145   1305   1176   1108
 61   1033   1003   1141   1310   1096    911    816    960    859    981
      1160   1183    901    734    732    812    640    833   1054   1086
       982    897   1035    759    896    712    612    636    536    461
       363    720    624    650    545    460    526    362    359    548
       754    795    618    884    673    706    457    264    260    170
       354    180    383    615    754    695    665    522    265    182
         0    366    277    376    519    563    692    662    598    447
       374   1025    784    748    597    821   1327   1113   1007    939
 62   1148   1117   1255   1425   1177    992    897   1042    940   1063
      1238   1259   1015    849    813    927    721    915   1132   1162
      1061    976   1116    838    885    791    690    718    618    542
       444    834    739    764    659    574    640    476    440    630
       833    875    697    776    751    598    539    346    375    284
       468    261    464    507    646    587    557    414    347    166
       366      0    169    268    411    455    584    554    490    339
       266    917    676    640    489    745   1220   1227   1121   1053
 63   1247   1289   1428   1412   1106    922    827    971    869    992
      1170   1193    948    999    743    833    650    844   1064   1097
       993    908   1045    770    907    723    622    647    547    471
       373    734    648    914    809    724    550    626    369    559
       765    806    629    705    684    527    468    275    544    453
       353    190    393    436    575    516    486    343    276     95
       277    169      0    197    325    384    513    385    321    170
        97    748    507    471    320    491   1051   1399   1271   1203
 64   1346   1388   1527   1511   1205   1021    926   1070    968    911
       970    991   1047   1098    842    932    750    943    864    894
       793    708    845    570    617    523    422    690    599    571
       472    833    747   1013    908    823    649    725    468    587
       565    607    428    508    483    330    488    374    643    552
       452    289    379    239    378    319    289    146    305    194
       376    268    197      0    143    187    316    301    237    297
       294    624    431    669    517    688   1248   1499   1370   1302
 65   1489   1531   1669   1654   1348   1164   1068   1010    981    859
       917    938   1190   1240    984   1075    892    810    811    842
       741    656    793    517    564    470    369    638    546    713
       615    975    890   1156   1051    966    792    868    611    534
       512    554    376    455    431    277    435    517    786    695
       595    432    327    186    325    266    237     93    252    337
       519    411    325    143      0    134    277    158     94    155
       336    488    288    404    559    657   1556   1654   1866   1445
 66   1533   1575   1714   1698   1392   1208   1113   1054   1026    903
       949    804   1234   1285   1029   1119    937    855    841    707
       606    521    837    549    609    514    414    682    591    758
       659   1020    934   1200   1096   1010    836    912    655    579
       556    419    420    321    449    321    480    561    830    739
       639    476    371    231    369    132    264    137    297    381
       563    455    384    187    134      0    129    292    228    289
       481    437    423    539    704    875   1435   1686   1557   1489
 67   1758   1800   1938   1827   1521   1337   1242   1193   1164   1042
       902    758   1363   1414   1158   1248   1066    994    794    661
       560    475    797    503    747    653    552    821    729    887
       788   1149   1063   1329   1225   1139    965   1041    784    717
       508    373    559    275    403    450    619    690    959    868
       768    605    500    360    316     85    217    266    426    510
       692    584    513    316    277    129      0    116    273    334
       610    308    459    585    833   1004   1564   1910   2122   1618
 68   1632   1674   1813   1797   1491   1307   1212   1168   1139   1017
      1018    873   1333   1384   1128   1218   1036    968    910    776
       675    590    913    618    722    628    527    796    704    857
       758   1119   1033   1299   1194   1109    935   1011    754    692
       623    489    534    390    518    435    594    660    929    838
       738    575    485    345    432    201    333    251    410    480
       662    554    385    301    158    292    116      0    154    215
       396    326    348    464    619    790   1394   1784   1656   1588
 69   1568   1610   1749   1733   1427   1243   1148   1104   1075    953
      1012   1031   1269   1320   1064   1154    972    904    906    934
       833    748    887    611    658    564    463    732    640    793
       694   1055    969   1235   1130   1045    871    947    690    628
       606    646    470    548    525    371    530    596    865    774
       674    511    421    281    419    359    331    187    346    416
       598    490    321    237     94    228    273    154      0    151
       310    383    194    310    445    563   1452   1720   1592   1524
 70   1418   1460   1598   1582   1277   1092    997   1141   1039   1013
      1072   1091   1118   1169    913   1003    821   1014    966    995
       894    809    947    671    719    625    524    817    717    642
       544    904    818   1084    980    895    720    796    540    729
       666    707    530    608    585    432    590    445    714    623
       523    360    481    341    480    419    391    248    407    265
       447    339    170    297    155    289    334    215    151      0
       181    544    345    461    404    575   1613   1570   1442   1373
 71   1344   1386   1524   1509   1203   1018    923   1068    966   1089
      1267   1290   1044   1095    839    930    747    941   1161   1193
      1089   1005   1142    867   1003    820    719    743    644    568
       470    830    745   1011    906    821    647    723    466    656
